GRTS_ID,frame_id
8324,884
8333,3095
8343,9380
8349,3104
8373,3486
8393,3360
8414,6455
8440,6443
8448,1535
8460,8371
8477,4388
8493,2586
8504,1276
8509,2059
8518,6839
8520,7467
8540,1660
8544,7728
8552,1144
8593,6197
8605,3873
8621,2325
8637,1794
8639,9369
8681,2190
8685,5682
8697,2704
8704,7857
8709,2828
8741,3093
8750,6712
8753,2178
8789,6055
8813,5814
8857,2322
8873,3099
8882,7227
8884,8373
8913,5940
8925,5412
8966,6326
8968,7337
8993,2710
9005,2706
9007,9240
9013,3089
9048,7599
9061,3358
9071,9508
9081,3105
9101,3617
9121,3103
9137,1921
9151,6184
9172,6314
9180,1538
9196,8112
9201,3085
9209,4129
9221,2717
9237,2189
9239,10160
9246,6970
9248,7597
9268,1659
9272,7730
9277,5544
9301,2309
9309,3881
9313,4132
9315,9254
9333,4002
9343,10035
9353,2064
9365,2313
9373,3480
9408,7222
9409,2321
9421,2831
9429,2440
9431,9377
9457,5417
9465,3749
9474,6713
9477,2307
9495,9514
9503,8977
9517,6187
9541,5812
9544,1273
9558,6328
9560,7850
9565,3349
9610,7097
9612,8374
9641,6201
9653,3746
9697,6193
9713,2451
9724,1532
9729,2837
9741,2960
9776,7469
9789,3227
9798,6966
9800,7986
9809,3492
9825,6194
9833,3481
9837,5283
9901,2714
9908,1668
9917,2057
9919,9772
9924,8110
9929,3345
9937,4259
9960,1408
9968,8369
9984,7471
10009,2588
10017,3482
10025,3233
10033,2181
10060,1137
10064,6829
10065,1932
10073,2571
10075,10030
10077,2830
10093,2961
10102,6451
10141,5945
10188,7463
10225,3494
10243,10034
10249,1936
10257,2579
10259,9370
10285,2328
10293,2966
10299,9251
10317,5939
10350,6325
10377,3214
10381,4390
10393,5685
10396,1406
10406,7230
10408,8240
10416,8505
10420,1400
10424,7859
10437,1790
10439,9777
10449,2458
10453,4003
10465,3101
10473,1924
10501,1933
10509,2572
10513,2697
10542,6322
10553,4263
10555,9515
10593,3870
10624,8113
10649,3619
10651,9630
10689,6203
10692,1272
10698,6330
10700,7852
10725,3359
10734,6835
10736,8375
10749,5938
10782,6714
10800,6313
10801,2843
10809,1927
10811,10031
10829,4649
10848,7465
10860,1530
10873,3223
10877,2049
10881,3750
10893,4004
10937,2061
10945,2703
10956,1673
10965,5546
10978,6581
10989,4134
10991,9256
11011,9774
11017,1934
11025,2445
